id,name,category,region,batch,projectCode,protectUnits,tags,popularity,experienceValue,intro,detailUrl,manualVector
national-1374,葫芦雕刻（东昌葫芦雕刻）,传统美术,山东省聊城市,第二批,Ⅶ—61,,传统美术；东昌葫芦雕刻；手工美学；纹样造型；手作技艺；材料工艺,78,82,葫芦雕刻（东昌葫芦雕刻）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为山东省聊城市。,,
national-1375,锡雕,传统美术,山东省莱芜市，浙江省永康市,第二批,Ⅶ—62,,传统美术；手工美学；纹样造型；手作技艺；材料工艺,78,82,锡雕是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为山东省莱芜市，浙江省永康市。,,
national-1376,锡雕（莲花打锡）,传统美术,江西省莲花县,第四批扩展项目,Ⅶ—62,,传统美术；莲花打锡；手工美学；纹样造型；手作技艺；材料工艺,73,82,锡雕（莲花打锡）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为江西省莲花县。,,
national-1377,锡雕（锦州锡雕）,传统美术,辽宁省锦州市,第五批扩展项目,Ⅶ—62,,传统美术；锦州锡雕；手工美学；纹样造型；手作技艺；材料工艺,72,82,锡雕（锦州锡雕）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为辽宁省锦州市。,,
national-1378,汉字书法,传统美术,中国文学艺术界联合会书法家协会，中国艺术研究院中国书法院,第二批,Ⅶ—63,,传统美术,78,82,汉字书法是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为中国文学艺术界联合会书法家协会，中国艺术研究院中国书法院。,,
national-1379,藏文书法（德格藏文书法、果洛德昂洒智）,传统美术,四川省德格县，青海省果洛藏族自治州,第二批,Ⅶ—64,,传统美术；德格藏文书法；果洛德昂洒智,78,82,藏文书法（德格藏文书法、果洛德昂洒智）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为四川省德格县，青海省果洛藏族自治州。,,
national-1380,藏文书法（尼赤）,传统美术,西藏自治区,第四批扩展项目,Ⅶ—64,,传统美术；尼赤,73,82,藏文书法（尼赤）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为西藏自治区。,,
national-1381,木版年画（平阳木版年画、东昌府木版年画、张秋木版年画、夹江年画、滑县木版年画）,传统美术,山西省临汾市，山东省聊城市、阳谷县，四川省夹江县，河南省滑县,第二批,Ⅶ—65,,传统美术；平阳木版年画；东昌府木版年画；张秋木版年画；夹江年画；滑县木版年画；手工美学；纹样造型,78,82,木版年画（平阳木版年画、东昌府木版年画、张秋木版年画、夹江年画、滑县木版年画）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为山西省临汾市，山东省聊城市、阳谷县，四川省夹江县，河南省滑县。,,
national-1382,木版年画（老河口木版年画）,传统美术,湖北省老河口市,第三批扩展项目,Ⅶ—65,,传统美术；老河口木版年画；手工美学；纹样造型,75,82,木版年画（老河口木版年画）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省老河口市。,,
national-1383,彩扎（凤凰纸扎、秸秆扎刻、彩布拧台、邳州纸塑狮子头、佛山狮头）,传统美术,湖南省凤凰县，河北省永清县、邯郸市，江苏省邳州市，广东省佛山市,第二批,Ⅶ—66,,传统美术；凤凰纸扎；秸秆扎刻；彩布拧台；邳州纸塑狮子头；佛山狮头；现场表演；节庆氛围,78,82,彩扎（凤凰纸扎、秸秆扎刻、彩布拧台、邳州纸塑狮子头、佛山狮头）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为湖南省凤凰县，河北省永清县、邯郸市，江苏省邳州市，广东省佛山市。,,
national-1384,彩扎（麒麟制作）,传统美术,广东省东莞市,第四批扩展项目,Ⅶ—66,,传统美术；麒麟制作；手作技艺；材料工艺,73,82,彩扎（麒麟制作）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为广东省东莞市。,,
national-1385,彩扎（铜梁龙灯彩扎）,传统美术,重庆市铜梁区,第五批扩展项目,Ⅶ—66,,传统美术；铜梁龙灯彩扎；现场表演；节庆氛围,72,82,彩扎（铜梁龙灯彩扎）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为重庆市铜梁区。,,
national-1386,龙档（乐清龙档）,传统美术,浙江省乐清市,第二批,Ⅶ—67,,传统美术；乐清龙档；声音艺术；现场聆听；现场表演；节庆氛围,78,82,龙档（乐清龙档）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省乐清市。,,
national-1387,常州梳篦,传统美术,江苏省常州市,第二批,Ⅶ—68,,传统美术,78,82,常州梳篦是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为江苏省常州市。,,
national-1388,麦秆剪贴,传统美术,浙江省浦江县,第二批,Ⅶ—69,,传统美术,78,82,麦秆剪贴是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省浦江县。,,
national-1389,麦秆剪贴,传统美术,黑龙江省哈尔滨市，河南省清丰县，湖北省仙桃市,第四批扩展项目,Ⅶ—69,,传统美术,73,82,麦秆剪贴是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为黑龙江省哈尔滨市，河南省清丰县，湖北省仙桃市。,,
national-1390,北京绢花,传统美术,北京市东城区,第二批,Ⅶ—70,,传统美术,78,82,北京绢花是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为北京市东城区。,,
national-1391,北京绢人,传统美术,北京市东城区,第五批扩展项目,Ⅶ—70,,传统美术,72,82,北京绢人是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为北京市东城区。,,
national-1392,堆锦（上党堆锦）,传统美术,山西省长治市堆锦研究所、长治市群众艺术馆,第二批,Ⅶ—71,,传统美术；上党堆锦,78,82,堆锦（上党堆锦）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为山西省长治市堆锦研究所、长治市群众艺术馆。,,
national-1393,湟中堆绣,传统美术,青海省湟中县,第二批,Ⅶ—72,,传统美术；手作技艺；材料工艺,78,82,湟中堆绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为青海省湟中县。,,
national-1394,瓯绣,传统美术,浙江省温州市,第二批,Ⅶ—73,,传统美术；手作技艺；材料工艺,78,82,瓯绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省温州市。,,
national-1395,汴绣,传统美术,河南省开封市,第二批,Ⅶ—74,,传统美术；手作技艺；材料工艺,78,82,汴绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为河南省开封市。,,
national-1396,汉绣,传统美术,湖北省武汉市江汉区,第二批,Ⅶ—75,,传统美术；手作技艺；材料工艺,78,82,汉绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省武汉市江汉区。,,
national-1397,羌族刺绣,传统美术,四川省汶川县,第二批,Ⅶ—76,,传统美术；手工美学；纹样造型；手作技艺；材料工艺,78,82,羌族刺绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为四川省汶川县。,,
national-1398,民间绣活（高平绣活、麻柳刺绣、西秦刺绣、澄城刺绣、红安绣活、阳新布贴）,传统美术,山西省高平市，四川省广元市，陕西省宝鸡市、澄城县，湖北省红安县、阳新县,第二批,Ⅶ—77,,传统美术；高平绣活；麻柳刺绣；西秦刺绣；澄城刺绣；红安绣活；阳新布贴；手工美学,78,82,民间绣活（高平绣活、麻柳刺绣、西秦刺绣、澄城刺绣、红安绣活、阳新布贴）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为山西省高平市，四川省广元市，陕西省宝鸡市、澄城县，湖北省红安县、阳新县。,,
national-1399,民间绣活（夏布绣）,传统美术,江西省新余市,第四批扩展项目,Ⅶ—77,,传统美术；夏布绣；手作技艺；材料工艺,73,82,民间绣活（夏布绣）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为江西省新余市。,,
national-1400,民间绣活（宁夏刺绣）,传统美术,宁夏回族自治区,第五批扩展项目,Ⅶ—77,,传统美术；宁夏刺绣；手工美学；纹样造型；手作技艺；材料工艺,72,82,民间绣活（宁夏刺绣）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为宁夏回族自治区。,,
national-1401,彝族（撒尼）刺绣,传统美术,云南省石林彝族自治县,第二批,Ⅶ—78,,传统美术；撒尼；手工美学；纹样造型；手作技艺；材料工艺,78,82,彝族（撒尼）刺绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为云南省石林彝族自治县。,,
national-1402,维吾尔族刺绣,传统美术,新疆维吾尔自治区哈密地区,第二批,Ⅶ—79,,传统美术；手工美学；纹样造型；手作技艺；材料工艺,78,82,维吾尔族刺绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为新疆维吾尔自治区哈密地区。,,
national-1403,满族刺绣（岫岩满族民间刺绣、锦州满族民间刺绣、长白山满族枕头顶刺绣）,传统美术,辽宁省岫岩满族自治县、锦州市古塔区，吉林省通化市,第二批,Ⅶ—80,,传统美术；岫岩满族民间刺绣；锦州满族民间刺绣；长白山满族枕头顶刺绣；手工美学；纹样造型；手作技艺；材料工艺,78,82,满族刺绣（岫岩满族民间刺绣、锦州满族民间刺绣、长白山满族枕头顶刺绣）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为辽宁省岫岩满族自治县、锦州市古塔区，吉林省通化市。,,
national-1404,满族刺绣,传统美术,黑龙江省牡丹江市、克东县,第四批扩展项目,Ⅶ—80,,传统美术；手工美学；纹样造型；手作技艺；材料工艺,73,82,满族刺绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为黑龙江省牡丹江市、克东县。,,
national-1405,满族刺绣（宁安满族刺绣）,传统美术,黑龙江省牡丹江市宁安市,第五批扩展项目,Ⅶ—80,,传统美术；宁安满族刺绣；手工美学；纹样造型；手作技艺；材料工艺,72,82,满族刺绣（宁安满族刺绣）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为黑龙江省牡丹江市宁安市。,,
national-1406,蒙古族刺绣,传统美术,新疆维吾尔自治区博湖县,第二批,Ⅶ—81,,传统美术；手工美学；纹样造型；手作技艺；材料工艺,78,82,蒙古族刺绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为新疆维吾尔自治区博湖县。,,
national-1407,蒙古族刺绣,传统美术,内蒙古自治区苏尼特左旗,第四批扩展项目,Ⅶ—81,,传统美术；手工美学；纹样造型；手作技艺；材料工艺,73,82,蒙古族刺绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为内蒙古自治区苏尼特左旗。,,
national-1408,蒙古族刺绣（图什业图刺绣）,传统美术,内蒙古自治区兴安盟科尔沁右翼中旗,第五批扩展项目,Ⅶ—81,,传统美术；图什业图刺绣；手工美学；纹样造型；手作技艺；材料工艺,72,82,蒙古族刺绣（图什业图刺绣）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为内蒙古自治区兴安盟科尔沁右翼中旗。,,
national-1409,柯尔克孜族刺绣,传统美术,新疆维吾尔自治区温宿县,第二批,Ⅶ—82,,传统美术；手工美学；纹样造型；手作技艺；材料工艺,78,82,柯尔克孜族刺绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为新疆维吾尔自治区温宿县。,,
national-1410,哈萨克毡绣和布绣,传统美术,新疆生产建设兵团农六师,第二批,Ⅶ—83,,传统美术；手作技艺；材料工艺,78,82,哈萨克毡绣和布绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为新疆生产建设兵团农六师。,,
national-1411,料器（北京料器）,传统美术,北京京城百工坊艺术品有限公司,第二批,Ⅶ—84,,传统美术；北京料器,78,82,料器（北京料器）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为北京京城百工坊艺术品有限公司。,,
national-1412,料器（葡萄常料器）,传统美术,北京市东城区,第三批扩展项目,Ⅶ—84,,传统美术；葡萄常料器,75,82,料器（葡萄常料器）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为北京市东城区。,,
national-1413,瓯塑,传统美术,浙江省温州市,第二批,Ⅶ—85,,传统美术,78,82,瓯塑是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省温州市。,,
national-1414,砖塑（鄄城砖塑）,传统美术,山东省鄄城县,第二批,Ⅶ—86,,传统美术；鄄城砖塑,78,82,砖塑（鄄城砖塑）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为山东省鄄城县。,,
national-1415,灰塑,传统美术,广东省广州市,第二批,Ⅶ—87,,传统美术,78,82,灰塑是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为广东省广州市。,,
national-1416,糖塑（丰县糖人贡、天门糖塑、成都糖画）,传统美术,江苏省丰县，湖北省天门市，四川省成都市,第二批,Ⅶ—88,,传统美术；丰县糖人贡；天门糖塑；成都糖画；手工美学；纹样造型,78,82,糖塑（丰县糖人贡、天门糖塑、成都糖画）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为江苏省丰县，湖北省天门市，四川省成都市。,,
national-1417,瓷板画,传统美术,江西省南昌市,第二批,Ⅶ—89,,传统美术；手工美学；纹样造型；手作技艺；材料工艺,78,82,瓷板画是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为江西省南昌市。,,
national-1418,软木画,传统美术,福建省福州市,第二批,Ⅶ—90,,传统美术；手工美学；纹样造型,78,82,软木画是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为福建省福州市。,,
national-1419,镶嵌（彩石镶嵌、骨木镶嵌、嵌瓷）,传统美术,浙江省温州市、鹿城区、瓯海区、仙居县、宁波市，广东省汕头市、普宁市,第二批,Ⅶ—91,,传统美术；彩石镶嵌；骨木镶嵌；嵌瓷；手作技艺；材料工艺,78,82,镶嵌（彩石镶嵌、骨木镶嵌、嵌瓷）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省温州市、鹿城区、瓯海区、仙居县、宁波市，广东省汕头市、普宁市。,,
national-1420,镶嵌（潮州嵌瓷）,传统美术,广东省潮州市工艺美术研究院,第三批扩展项目,Ⅶ—91,,传统美术；潮州嵌瓷；手作技艺；材料工艺,75,82,镶嵌（潮州嵌瓷）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为广东省潮州市工艺美术研究院。,,
national-1421,新会葵艺,传统美术,广东省江门市新会区,第二批,Ⅶ—92,,传统美术；生活传统；民俗节庆,78,82,新会葵艺是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为广东省江门市新会区。,,
national-1422,传统插花,传统美术,北京林业大学,第二批,Ⅶ—93,,传统美术,78,82,传统插花是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为北京林业大学。,,
national-1423,盆景技艺（扬派盆景技艺、徽派盆景技艺、英石假山盆景技艺）,传统美术,江苏省扬州市、泰州市，安徽省歙县，广东省英德市,第二批,Ⅶ—94,,传统美术；扬派盆景技艺；徽派盆景技艺；英石假山盆景技艺,78,82,盆景技艺（扬派盆景技艺、徽派盆景技艺、英石假山盆景技艺）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为江苏省扬州市、泰州市，安徽省歙县，广东省英德市。,,
national-1424,盆景技艺（苏派盆景技艺、川派盆景技艺）,传统美术,江苏省苏州市，四川省盆景艺术家协会,第三批扩展项目,Ⅶ—94,,传统美术；苏派盆景技艺；川派盆景技艺,75,82,盆景技艺（苏派盆景技艺、川派盆景技艺）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为江苏省苏州市，四川省盆景艺术家协会。,,
national-1425,盆景技艺（如皋盆景）,传统美术,江苏省如皋市,第四批扩展项目,Ⅶ—94,,传统美术；如皋盆景,73,82,盆景技艺（如皋盆景）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为江苏省如皋市。,,
national-1426,布老虎（黎侯虎）,传统美术,山西省黎城县,第二批,Ⅶ—95,,传统美术；黎侯虎,78,82,布老虎（黎侯虎）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为山西省黎城县。,,
national-1427,建筑彩绘（白族民居彩绘、陕北匠艺丹青、炕围画）,传统美术,云南省大理市，陕西省，山西省襄垣县,第二批,Ⅶ—96,,传统美术；白族民居彩绘；陕北匠艺丹青；炕围画；手工美学；纹样造型,78,82,建筑彩绘（白族民居彩绘、陕北匠艺丹青、炕围画）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为云南省大理市，陕西省，山西省襄垣县。,,
national-1428,建筑彩绘（传统地仗彩画）,传统美术,辽宁省沈阳市,第三批扩展项目,Ⅶ—96,,传统美术；传统地仗彩画；手工美学；纹样造型,75,82,建筑彩绘（传统地仗彩画）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为辽宁省沈阳市。,,
national-1429,建筑彩绘（北京建筑彩绘）,传统美术,北京市西城区,第五批扩展项目,Ⅶ—96,,传统美术；北京建筑彩绘,72,82,建筑彩绘（北京建筑彩绘）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为北京市西城区。,,
national-1430,建筑彩绘（中卫建筑彩绘）,传统美术,宁夏回族自治区中卫市,第五批扩展项目,Ⅶ—96,,传统美术；中卫建筑彩绘,72,82,建筑彩绘（中卫建筑彩绘）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为宁夏回族自治区中卫市。,,
national-1431,棕编（新繁棕编）,传统美术,四川省成都市新都区,第三批,Ⅶ—97,,传统美术；新繁棕编,75,82,棕编（新繁棕编）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为四川省成都市新都区。,,
national-1432,苗画,传统美术,湖南省保靖县,第三批,Ⅶ—98,,传统美术；手工美学；纹样造型,75,82,苗画是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为湖南省保靖县。,,
national-1433,嘉兴灶头画,传统美术,浙江省嘉兴市,第三批,Ⅶ—99,,传统美术；手工美学；纹样造型,75,82,嘉兴灶头画是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省嘉兴市。,,
national-1434,永春纸织画,传统美术,福建省永春县,第三批,Ⅶ—100,,传统美术；手工美学；纹样造型；手作技艺；材料工艺,75,82,永春纸织画是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为福建省永春县。,,
national-1435,平遥纱阁戏人,传统美术,山西省平遥县,第三批,Ⅶ—101,,传统美术；舞台表演；传统审美,75,82,平遥纱阁戏人是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为山西省平遥县。,,
national-1436,清徐彩门楼,传统美术,山西省清徐县,第三批,Ⅶ—102,,传统美术,75,82,清徐彩门楼是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为山西省清徐县。,,
national-1437,上海绒绣,传统美术,上海市浦东新区,第三批,Ⅶ—103,,传统美术；手作技艺；材料工艺,75,82,上海绒绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为上海市浦东新区。,,
national-1438,宁波金银彩绣,传统美术,浙江省宁波市鄞州区,第三批,Ⅶ—104,,传统美术；手作技艺；材料工艺,75,82,宁波金银彩绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省宁波市鄞州区。,,
national-1439,瑶族刺绣,传统美术,广东省乳源瑶族自治县,第三批,Ⅶ—105,,传统美术；手工美学；纹样造型；手作技艺；材料工艺,75,82,瑶族刺绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为广东省乳源瑶族自治县。,,
national-1440,藏族编织、挑花刺绣工艺,传统美术,四川省阿坝藏族羌族自治州,第三批,Ⅶ—106,,传统美术；手工美学；纹样造型；手作技艺；材料工艺,75,82,藏族编织、挑花刺绣工艺是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为四川省阿坝藏族羌族自治州。,,
national-1441,侗族刺绣,传统美术,贵州省锦屏县,第三批,Ⅶ—107,,传统美术；手工美学；纹样造型；手作技艺；材料工艺,75,82,侗族刺绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为贵州省锦屏县。,,
national-1442,锡伯族刺绣,传统美术,新疆维吾尔自治区察布查尔锡伯自治县,第三批,Ⅶ—108,,传统美术；手工美学；纹样造型；手作技艺；材料工艺,75,82,锡伯族刺绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为新疆维吾尔自治区察布查尔锡伯自治县。,,
national-1443,宁波泥金彩漆,传统美术,浙江省宁海县,第三批,Ⅶ—109,,传统美术,75,82,宁波泥金彩漆是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省宁海县。,,
national-1444,京绣,传统美术,北京市房山区，河北省定兴县,第四批,Ⅶ—110,,传统美术；手作技艺；材料工艺,73,82,京绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为北京市房山区，河北省定兴县。,,
national-1445,京绣（北京补绣）,传统美术,北京市朝阳区,第五批扩展项目,Ⅶ—110,,传统美术；北京补绣；手作技艺；材料工艺,72,82,京绣（北京补绣）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为北京市朝阳区。,,
national-1446,布糊画,传统美术,河北省丰宁满族自治县,第四批,Ⅶ—111,,传统美术；手工美学；纹样造型,73,82,布糊画是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为河北省丰宁满族自治县。,,
national-1447,抽纱（汕头抽纱、潮州抽纱）,传统美术,广东省汕头市、潮州市,第四批,Ⅶ—112,,传统美术；汕头抽纱；潮州抽纱,73,82,抽纱（汕头抽纱、潮州抽纱）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为广东省汕头市、潮州市。,,
national-1448,水陆画,传统美术,河北省广平县,第四批,Ⅶ—113,,传统美术；手工美学；纹样造型,73,82,水陆画是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为河北省广平县。,,
national-1449,毕摩绘画,传统美术,四川省美姑县,第四批,Ⅶ—114,,传统美术；手工美学；纹样造型,73,82,毕摩绘画是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为四川省美姑县。,,
national-1450,彩砂坛城绘制,传统美术,西藏自治区日喀则市,第四批,Ⅶ—115,,传统美术；手作技艺；材料工艺,73,82,彩砂坛城绘制是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为西藏自治区日喀则市。,,
national-1451,琥珀雕刻,传统美术,辽宁省抚顺市,第四批,Ⅶ—116,,传统美术；手工美学；纹样造型；手作技艺；材料工艺,73,82,琥珀雕刻是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为辽宁省抚顺市。,,
national-1452,传统玩具（郯城木旋玩具）,传统美术,山东省郯城县,第四批,Ⅶ—117,,传统美术；郯城木旋玩具,73,82,传统玩具（郯城木旋玩具）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为山东省郯城县。,,
national-1453,蒙古文书法,传统美术,内蒙古自治区,第四批,Ⅶ—118,,传统美术,73,82,蒙古文书法是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为内蒙古自治区。,,
national-1454,满文、锡伯文书法,传统美术,新疆维吾尔自治区乌鲁木齐市,第四批,Ⅶ—119,,传统美术,73,82,满文、锡伯文书法是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为新疆维吾尔自治区乌鲁木齐市。,,
national-1455,刻铜（杜氏刻铜）,传统美术,安徽省阜阳市,第四批,Ⅶ—120,,传统美术；杜氏刻铜,73,82,刻铜（杜氏刻铜）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为安徽省阜阳市。,,
national-1456,刻铜（饶阳刻铜）,传统美术,河北省衡水市饶阳县,第五批扩展项目,Ⅶ—120,,传统美术；饶阳刻铜,72,82,刻铜（饶阳刻铜）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为河北省衡水市饶阳县。,,
national-1457,刻铜（贵溪錾铜雕刻）,传统美术,江西省鹰潭市贵溪市,第五批扩展项目,Ⅶ—120,,传统美术；贵溪錾铜雕刻；手工美学；纹样造型；手作技艺；材料工艺,72,82,刻铜（贵溪錾铜雕刻）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为江西省鹰潭市贵溪市。,,
national-1458,错金银,传统美术,福建省莆田市涵江区，新疆维吾尔自治区乌鲁木齐市天山区,第四批,Ⅶ—121,,传统美术,73,82,错金银是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为福建省莆田市涵江区，新疆维吾尔自治区乌鲁木齐市天山区。,,
national-1459,赏石艺术,传统美术,中国观赏石协会,第四批,Ⅶ—122,,传统美术,73,82,赏石艺术是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为中国观赏石协会。,,
national-1460,藤编（怀远藤编）,传统美术,四川省成都市崇州市,第五批,Ⅶ—123,,传统美术；怀远藤编,72,82,藤编（怀远藤编）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为四川省成都市崇州市。,,
national-1461,藤编（汉中藤编）,传统美术,陕西省汉中市南郑区,第五批,Ⅶ—123,,传统美术；汉中藤编,72,82,藤编（汉中藤编）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为陕西省汉中市南郑区。,,
national-1462,蒙古族唐卡（马鬃绕线堆绣唐卡）,传统美术,内蒙古自治区阿拉善盟阿拉善左旗,第五批,Ⅶ—124,,传统美术；马鬃绕线堆绣唐卡；手工美学；纹样造型；手作技艺；材料工艺,72,82,蒙古族唐卡（马鬃绕线堆绣唐卡）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为内蒙古自治区阿拉善盟阿拉善左旗。,,
national-1463,烙画（南阳烙画）,传统美术,河南省南阳市卧龙区,第五批,Ⅶ—125,,传统美术；南阳烙画；手工美学；纹样造型,72,82,烙画（南阳烙画）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为河南省南阳市卧龙区。,,
national-1464,毛绣（察哈尔毛绣）,传统美术,内蒙古自治区乌兰察布市察哈尔右翼后旗,第五批,Ⅶ—126,,传统美术；察哈尔毛绣；手作技艺；材料工艺,72,82,毛绣（察哈尔毛绣）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为内蒙古自治区乌兰察布市察哈尔右翼后旗。,,
national-1465,发绣（东台发绣）,传统美术,江苏省盐城市东台市,第五批,Ⅶ—127,,传统美术；东台发绣；手作技艺；材料工艺,72,82,发绣（东台发绣）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为江苏省盐城市东台市。,,
national-1466,发绣（温州发绣）,传统美术,浙江省温州市鹿城区,第五批,Ⅶ—127,,传统美术；温州发绣；手作技艺；材料工艺,72,82,发绣（温州发绣）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省温州市鹿城区。,,
national-1467,厦门珠绣,传统美术,福建省厦门市,第五批,Ⅶ—128,,传统美术；手作技艺；材料工艺,72,82,厦门珠绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为福建省厦门市。,,
national-1468,鲁绣,传统美术,山东省,第五批,Ⅶ—129,,传统美术；手作技艺；材料工艺,72,82,鲁绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为山东省。,,
national-1469,彝族刺绣（凉山彝族刺绣）,传统美术,四川省凉山彝族自治州,第五批,Ⅶ—130,,传统美术；凉山彝族刺绣；手工美学；纹样造型；手作技艺；材料工艺,72,82,彝族刺绣（凉山彝族刺绣）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为四川省凉山彝族自治州。,,
national-1470,布依族刺绣,传统美术,贵州省黔西南布依族苗族自治州,第五批,Ⅶ—131,,传统美术；手工美学；纹样造型；手作技艺；材料工艺,72,82,布依族刺绣是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为贵州省黔西南布依族苗族自治州。,,
national-1471,藏族刺绣（贵南藏族刺绣）,传统美术,青海省海南藏族自治州贵南县,第五批,Ⅶ—132,,传统美术；贵南藏族刺绣；手工美学；纹样造型；手作技艺；材料工艺,72,82,藏族刺绣（贵南藏族刺绣）是传统美术类国家级非物质文化遗产代表性项目，申报地区或单位为青海省海南藏族自治州贵南县。,,
