id,name,category,region,batch,projectCode,protectUnits,tags,popularity,experienceValue,intro,detailUrl,manualVector
national-0001,苗族古歌,民间文学,贵州省台江县、黄平县,第一批,Ⅰ—1,,民间文学；故事叙事；地方记忆；声音艺术；现场聆听,82,58,苗族古歌是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为贵州省台江县、黄平县。,,
national-0002,苗族古歌,民间文学,湖南省花垣县,第三批扩展项目,Ⅰ—1,,民间文学；故事叙事；地方记忆；声音艺术；现场聆听,75,58,苗族古歌是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为湖南省花垣县。,,
national-0003,苗族古歌（簪汪传）,民间文学,贵州省贵阳市清镇市,第五批扩展项目,Ⅰ—1,,民间文学；簪汪传；故事叙事；地方记忆；声音艺术；现场聆听,72,58,苗族古歌（簪汪传）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为贵州省贵阳市清镇市。,,
national-0004,布洛陀,民间文学,广西壮族自治区田阳县,第一批,Ⅰ—2,,民间文学,82,58,布洛陀是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为广西壮族自治区田阳县。,,
national-0005,遮帕麻和遮咪麻,民间文学,云南省梁河县,第一批,Ⅰ—3,,民间文学,82,58,遮帕麻和遮咪麻是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为云南省梁河县。,,
national-0006,牡帕密帕,民间文学,云南省思茅市,第一批,Ⅰ—4,,民间文学,82,58,牡帕密帕是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为云南省思茅市。,,
national-0007,刻道,民间文学,贵州省施秉县,第一批,Ⅰ—5,,民间文学,82,58,刻道是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为贵州省施秉县。,,
national-0008,白蛇传传说,民间文学,江苏省镇江市，浙江省杭州市,第一批,Ⅰ—6,,民间文学；故事叙事；地方记忆,82,58,白蛇传传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为江苏省镇江市，浙江省杭州市。,,
national-0009,梁祝传说,民间文学,浙江省宁波市、杭州市、绍兴市上虞区，江苏省宜兴市，山东省济宁市，河南省汝南县,第一批,Ⅰ—7,,民间文学；故事叙事；地方记忆,82,58,梁祝传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省宁波市、杭州市、绍兴市上虞区，江苏省宜兴市，山东省济宁市，河南省汝南县。,,
national-0010,孟姜女传说,民间文学,山东省淄博市,第一批,Ⅰ—8,,民间文学；故事叙事；地方记忆,82,58,孟姜女传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山东省淄博市。,,
national-0011,孟姜女传说,民间文学,河北省秦皇岛市，湖南省津市市,第二批扩展项目,Ⅰ—8,,民间文学；故事叙事；地方记忆,78,58,孟姜女传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为河北省秦皇岛市，湖南省津市市。,,
national-0012,孟姜女传说,民间文学,山东省莒县,第三批扩展项目,Ⅰ—8,,民间文学；故事叙事；地方记忆,75,58,孟姜女传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山东省莒县。,,
national-0013,孟姜女传说,民间文学,山东省莱芜市莱城区,第四批扩展项目,Ⅰ—8,,民间文学；故事叙事；地方记忆,73,58,孟姜女传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山东省莱芜市莱城区。,,
national-0014,董永传说,民间文学,山西省万荣县，江苏省东台市，河南省武陟县，湖北省孝感市,第一批,Ⅰ—9,,民间文学；故事叙事；地方记忆,82,58,董永传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山西省万荣县，江苏省东台市，河南省武陟县，湖北省孝感市。,,
national-0015,董永传说,民间文学,江苏省常州市金坛区，山东省博兴县,第二批扩展项目,Ⅰ—9,,民间文学；故事叙事；地方记忆,78,58,董永传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为江苏省常州市金坛区，山东省博兴县。,,
national-0016,董永传说,民间文学,江苏省丹阳市,第三批扩展项目,Ⅰ—9,,民间文学；故事叙事；地方记忆,75,58,董永传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为江苏省丹阳市。,,
national-0017,西施传说,民间文学,浙江省诸暨市,第一批,Ⅰ—10,,民间文学；故事叙事；地方记忆,82,58,西施传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省诸暨市。,,
national-0018,济公传说,民间文学,浙江省天台县,第一批,Ⅰ—11,,民间文学；故事叙事；地方记忆,82,58,济公传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省天台县。,,
national-0019,满族说部,民间文学,吉林省,第一批,Ⅰ—12,,民间文学,82,58,满族说部是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为吉林省。,,
national-0020,满族说部（孙吴县满语故事）,民间文学,黑龙江省黑河市孙吴县,第五批扩展项目,Ⅰ—12,,民间文学；孙吴县满语故事；故事叙事；地方记忆,72,58,满族说部（孙吴县满语故事）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为黑龙江省黑河市孙吴县。,,
national-0021,河西宝卷,民间文学,甘肃省武威市凉州区、酒泉市肃州区,第一批,Ⅰ—13,,民间文学；故事叙事；地方记忆,82,58,河西宝卷是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为甘肃省武威市凉州区、酒泉市肃州区。,,
national-0022,宝卷（靖江宝卷、河西宝卷）,民间文学,江苏省靖江市，甘肃省张掖市,第二批扩展项目,Ⅰ—13,,民间文学；靖江宝卷；河西宝卷；故事叙事；地方记忆,78,58,宝卷（靖江宝卷、河西宝卷）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为江苏省靖江市，甘肃省张掖市。,,
national-0023,宝卷（吴地宝卷）,民间文学,江苏省苏州市,第四批扩展项目,Ⅰ—13,,民间文学；吴地宝卷；故事叙事；地方记忆,73,58,宝卷（吴地宝卷）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为江苏省苏州市。,,
national-0024,宝卷（岷县宝卷）,民间文学,甘肃省定西市岷县,第五批扩展项目,Ⅰ—13,,民间文学；岷县宝卷；故事叙事；地方记忆,72,58,宝卷（岷县宝卷）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为甘肃省定西市岷县。,,
national-0025,耿村民间故事,民间文学,河北省石家庄市藁城区,第一批,Ⅰ—14,,民间文学；故事叙事；地方记忆,82,58,耿村民间故事是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为河北省石家庄市藁城区。,,
national-0026,伍家沟民间故事,民间文学,湖北省丹江口市,第一批,Ⅰ—15,,民间文学；故事叙事；地方记忆,82,58,伍家沟民间故事是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省丹江口市。,,
national-0027,下堡坪民间故事,民间文学,湖北省宜昌市夷陵区,第一批,Ⅰ—16,,民间文学；故事叙事；地方记忆,82,58,下堡坪民间故事是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省宜昌市夷陵区。,,
national-0028,走马镇民间故事,民间文学,重庆市九龙坡区,第一批,Ⅰ—17,,民间文学；故事叙事；地方记忆,82,58,走马镇民间故事是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为重庆市九龙坡区。,,
national-0029,古渔雁民间故事,民间文学,辽宁省大洼县,第一批,Ⅰ—18,,民间文学；故事叙事；地方记忆,82,58,古渔雁民间故事是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为辽宁省大洼县。,,
national-0030,喀左东蒙民间故事,民间文学,辽宁省喀喇沁左翼蒙古族自治县,第一批,Ⅰ—19,,民间文学；故事叙事；地方记忆,82,58,喀左东蒙民间故事是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为辽宁省喀喇沁左翼蒙古族自治县。,,
national-0031,谭振山民间故事,民间文学,辽宁省新民市,第一批,Ⅰ—20,,民间文学；故事叙事；地方记忆,82,58,谭振山民间故事是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为辽宁省新民市。,,
national-0032,河间歌诗,民间文学,河北省河间市,第一批,Ⅰ—21,,民间文学；故事叙事；地方记忆；声音艺术；现场聆听,82,58,河间歌诗是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为河北省河间市。,,
national-0033,吴歌,民间文学,江苏省苏州市,第一批,Ⅰ—22,,民间文学；故事叙事；地方记忆；声音艺术；现场聆听,82,58,吴歌是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为江苏省苏州市。,,
national-0034,吴歌,民间文学,上海市青浦区，江苏省无锡市,第二批扩展项目,Ⅰ—22,,民间文学；故事叙事；地方记忆；声音艺术；现场聆听,78,58,吴歌是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为上海市青浦区，江苏省无锡市。,,
national-0035,刘三姐歌谣,民间文学,广西壮族自治区河池市宜州区,第一批,Ⅰ—23,,民间文学；故事叙事；地方记忆；声音艺术；现场聆听,82,58,刘三姐歌谣是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为广西壮族自治区河池市宜州区。,,
national-0036,四季生产调,民间文学,云南省红河哈尼族彝族自治州,第一批,Ⅰ—24,,民间文学；舞台表演；传统审美,82,58,四季生产调是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为云南省红河哈尼族彝族自治州。,,
national-0037,玛纳斯,民间文学,新疆维吾尔自治区克孜勒苏柯尔克孜自治州、新疆维吾尔自治区文联民间文艺家协会,第一批,Ⅰ—25,,民间文学,82,58,玛纳斯是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为新疆维吾尔自治区克孜勒苏柯尔克孜自治州、新疆维吾尔自治区文联民间文艺家协会。,,
national-0038,江格尔,民间文学,新疆维吾尔自治区和布克赛尔蒙古自治县、博尔塔拉蒙古自治州、巴音郭楞蒙古自治州、新疆维吾尔自治区文联民间文艺家协会,第一批,Ⅰ—26,,民间文学,82,58,江格尔是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为新疆维吾尔自治区和布克赛尔蒙古自治县、博尔塔拉蒙古自治州、巴音郭楞蒙古自治州、新疆维吾尔自治区文联民间文艺家协会。,,
national-0039,江格尔,民间文学,内蒙古自治区,第五批扩展项目,Ⅰ—26,,民间文学,72,58,江格尔是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为内蒙古自治区。,,
national-0040,格萨尔（格斯尔）,民间文学,西藏自治区，青海省，甘肃省，四川省，云南省，内蒙古自治区，新疆维吾尔自治区，中国社会科学院《格萨（斯）尔》办公室,第一批,Ⅰ—27,,民间文学；格斯尔,82,58,格萨尔（格斯尔）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为西藏自治区，青海省，甘肃省，四川省，云南省，内蒙古自治区，新疆维吾尔自治区，中国社会科学院《格萨（斯）尔》办公室。,,
national-0041,格萨尔（格斯尔）,民间文学,内蒙古自治区巴林右旗,第四批扩展项目,Ⅰ—27,,民间文学；格斯尔,73,58,格萨尔（格斯尔）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为内蒙古自治区巴林右旗。,,
national-0042,阿诗玛,民间文学,云南省石林彝族自治县,第一批,Ⅰ—28,,民间文学,82,58,阿诗玛是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为云南省石林彝族自治县。,,
national-0043,拉仁布与吉门索,民间文学,青海省互助土族自治县,第一批,Ⅰ—29,,民间文学,82,58,拉仁布与吉门索是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为青海省互助土族自治县。,,
national-0044,畲族小说歌,民间文学,福建省霞浦县,第一批,Ⅰ—30,,民间文学；故事叙事；地方记忆；声音艺术；现场聆听,82,58,畲族小说歌是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为福建省霞浦县。,,
national-0045,青林寺谜语,民间文学,湖北省宜都市,第一批,Ⅰ—31,,民间文学；故事叙事；地方记忆,82,58,青林寺谜语是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省宜都市。,,
national-0046,谜语（澄海灯谜）,民间文学,广东省汕头市澄海区,第二批扩展项目,Ⅰ—31,,民间文学；澄海灯谜；故事叙事；地方记忆；现场表演；节庆氛围,78,58,谜语（澄海灯谜）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为广东省汕头市澄海区。,,
national-0047,八达岭长城传说,民间文学,北京市延庆区,第二批,Ⅰ—32,,民间文学；故事叙事；地方记忆,78,58,八达岭长城传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为北京市延庆区。,,
national-0048,永定河传说,民间文学,北京市石景山区,第二批,Ⅰ—33,,民间文学；故事叙事；地方记忆,78,58,永定河传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为北京市石景山区。,,
national-0049,杨家将传说（穆桂英传说、杨家将说唱）,民间文学,北京市房山区，山西省,第二批,Ⅰ—34,,民间文学；穆桂英传说；杨家将说唱；故事叙事；地方记忆,78,58,杨家将传说（穆桂英传说、杨家将说唱）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为北京市房山区，山西省。,,
national-0050,杨家将传说（杨七郎墓传说）,民间文学,天津市宁河县,第四批扩展项目,Ⅰ—34,,民间文学；杨七郎墓传说；故事叙事；地方记忆,73,58,杨家将传说（杨七郎墓传说）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为天津市宁河县。,,
national-0051,尧的传说,民间文学,山西省绛县,第二批,Ⅰ—35,,民间文学；故事叙事；地方记忆,78,58,尧的传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山西省绛县。,,
national-0052,尧的传说,民间文学,山东省菏泽市牡丹区,第三批扩展项目,Ⅰ—35,,民间文学；故事叙事；地方记忆,75,58,尧的传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山东省菏泽市牡丹区。,,
national-0053,牛郎织女传说,民间文学,山西省和顺县，山东省沂源县,第二批,Ⅰ—36,,民间文学；故事叙事；地方记忆；手作技艺；材料工艺,78,58,牛郎织女传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山西省和顺县，山东省沂源县。,,
national-0054,牛郎织女传说,民间文学,陕西省西安市长安区,第三批扩展项目,Ⅰ—36,,民间文学；故事叙事；地方记忆；手作技艺；材料工艺,75,58,牛郎织女传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为陕西省西安市长安区。,,
national-0055,西湖传说,民间文学,浙江省杭州市,第二批,Ⅰ—37,,民间文学；故事叙事；地方记忆,78,58,西湖传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省杭州市。,,
national-0056,刘伯温传说,民间文学,浙江省文成县、青田县,第二批,Ⅰ—38,,民间文学；故事叙事；地方记忆,78,58,刘伯温传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省文成县、青田县。,,
national-0057,黄初平（黄大仙）传说,民间文学,浙江省金华市,第二批,Ⅰ—39,,民间文学；黄大仙；故事叙事；地方记忆,78,58,黄初平（黄大仙）传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省金华市。,,
national-0058,观音传说,民间文学,浙江省舟山市,第二批,Ⅰ—40,,民间文学；故事叙事；地方记忆,78,58,观音传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省舟山市。,,
national-0059,徐福东渡传说,民间文学,浙江省象山县、慈溪市,第二批,Ⅰ—41,,民间文学；故事叙事；地方记忆,78,58,徐福东渡传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省象山县、慈溪市。,,
national-0060,徐福传说,民间文学,江苏省连云港市赣榆区，青岛市黄岛区,第三批扩展项目,Ⅰ—41,,民间文学；故事叙事；地方记忆,75,58,徐福传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为江苏省连云港市赣榆区，青岛市黄岛区。,,
national-0061,陶朱公传说,民间文学,山东省定陶县,第二批,Ⅰ—42,,民间文学；故事叙事；地方记忆,78,58,陶朱公传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山东省定陶县。,,
national-0062,麒麟传说,民间文学,山东省巨野县、嘉祥县,第二批,Ⅰ—43,,民间文学；故事叙事；地方记忆,78,58,麒麟传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山东省巨野县、嘉祥县。,,
national-0063,鲁班传说,民间文学,山东省曲阜市、滕州市,第二批,Ⅰ—44,,民间文学；故事叙事；地方记忆,78,58,鲁班传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山东省曲阜市、滕州市。,,
national-0064,八仙传说,民间文学,山东省蓬莱市,第二批,Ⅰ—45,,民间文学；故事叙事；地方记忆,78,58,八仙传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山东省蓬莱市。,,
national-0065,秃尾巴老李的传说,民间文学,山东省青岛市即墨区、莒县、文登市、诸城市,第二批,Ⅰ—46,,民间文学；故事叙事；地方记忆,78,58,秃尾巴老李的传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山东省青岛市即墨区、莒县、文登市、诸城市。,,
national-0066,屈原传说,民间文学,湖北省秭归县,第二批,Ⅰ—47,,民间文学；故事叙事；地方记忆,78,58,屈原传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省秭归县。,,
national-0067,王昭君传说,民间文学,湖北省兴山县,第二批,Ⅰ—48,,民间文学；故事叙事；地方记忆,78,58,王昭君传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省兴山县。,,
national-0068,炎帝神农传说,民间文学,湖北省随州市、神农架林区,第二批,Ⅰ—49,,民间文学；故事叙事；地方记忆,78,58,炎帝神农传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省随州市、神农架林区。,,
national-0069,木兰传说,民间文学,湖北省武汉市黄陂区，河南省虞城县,第二批,Ⅰ—50,,民间文学；故事叙事；地方记忆,78,58,木兰传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省武汉市黄陂区，河南省虞城县。,,
national-0070,木兰传说,民间文学,陕西省延安市宝塔区,第三批扩展项目,Ⅰ—50,,民间文学；故事叙事；地方记忆,75,58,木兰传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为陕西省延安市宝塔区。,,
national-0071,巴拉根仓的故事,民间文学,内蒙古自治区通辽市,第二批,Ⅰ—51,,民间文学；故事叙事；地方记忆,78,58,巴拉根仓的故事是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为内蒙古自治区通辽市。,,
national-0072,北票民间故事,民间文学,辽宁省北票市,第二批,Ⅰ—52,,民间文学；故事叙事；地方记忆,78,58,北票民间故事是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为辽宁省北票市。,,
national-0073,满族民间故事,民间文学,辽宁省文学艺术界联合会民间文艺家协会,第二批,Ⅰ—53,,民间文学；故事叙事；地方记忆,78,58,满族民间故事是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为辽宁省文学艺术界联合会民间文艺家协会。,,
national-0074,徐文长故事,民间文学,浙江省绍兴市,第二批,Ⅰ—54,,民间文学；故事叙事；地方记忆,78,58,徐文长故事是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省绍兴市。,,
national-0075,崂山民间故事,民间文学,山东省青岛市崂山区,第二批,Ⅰ—55,,民间文学；故事叙事；地方记忆,78,58,崂山民间故事是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山东省青岛市崂山区。,,
national-0076,都镇湾故事,民间文学,湖北省长阳土家族自治县,第二批,Ⅰ—56,,民间文学；故事叙事；地方记忆,78,58,都镇湾故事是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省长阳土家族自治县。,,
national-0077,盘古神话,民间文学,河南省桐柏县、泌阳县,第二批,Ⅰ—57,,民间文学；故事叙事；地方记忆,78,58,盘古神话是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为河南省桐柏县、泌阳县。,,
national-0078,邵原神话群,民间文学,河南省济源市,第二批,Ⅰ—58,,民间文学；故事叙事；地方记忆,78,58,邵原神话群是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为河南省济源市。,,
national-0079,嘎达梅林,民间文学,内蒙古自治区科尔沁左翼中旗,第二批,Ⅰ—59,,民间文学,78,58,嘎达梅林是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为内蒙古自治区科尔沁左翼中旗。,,
national-0080,科尔沁潮尔史诗,民间文学,内蒙古自治区,第二批,Ⅰ—60,,民间文学；故事叙事；地方记忆,78,58,科尔沁潮尔史诗是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为内蒙古自治区。,,
national-0081,仰阿莎,民间文学,贵州省黔东南苗族侗族自治州,第二批,Ⅰ—61,,民间文学,78,58,仰阿莎是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为贵州省黔东南苗族侗族自治州。,,
national-0082,布依族盘歌,民间文学,贵州省盘县,第二批,Ⅰ—62,,民间文学；故事叙事；地方记忆；声音艺术；现场聆听,78,58,布依族盘歌是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为贵州省盘县。,,
national-0083,梅葛,民间文学,云南省楚雄彝族自治州,第二批,Ⅰ—63,,民间文学,78,58,梅葛是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为云南省楚雄彝族自治州。,,
national-0084,查姆,民间文学,云南省双柏县,第二批,Ⅰ—64,,民间文学,78,58,查姆是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为云南省双柏县。,,
national-0085,达古达楞格莱标,民间文学,云南省德宏傣族景颇族自治州,第二批,Ⅰ—65,,民间文学,78,58,达古达楞格莱标是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为云南省德宏傣族景颇族自治州。,,
national-0086,哈尼哈吧,民间文学,云南省元阳县,第二批,Ⅰ—66,,民间文学,78,58,哈尼哈吧是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为云南省元阳县。,,
national-0087,召树屯与喃木诺娜,民间文学,云南省西双版纳傣族自治州,第二批,Ⅰ—67,,民间文学,78,58,召树屯与喃木诺娜是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为云南省西双版纳傣族自治州。,,
national-0088,米拉尕黑,民间文学,甘肃省东乡族自治县,第二批,Ⅰ—68,,民间文学,78,58,米拉尕黑是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为甘肃省东乡族自治县。,,
national-0089,康巴拉伊,民间文学,青海省治多县,第二批,Ⅰ—69,,民间文学,78,58,康巴拉伊是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为青海省治多县。,,
national-0090,汗青格勒,民间文学,青海省海西蒙古族藏族自治州,第二批,Ⅰ—70,,民间文学,78,58,汗青格勒是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为青海省海西蒙古族藏族自治州。,,
national-0091,维吾尔族达斯坦,民间文学,新疆维吾尔自治区,第二批,Ⅰ—71,,民间文学,78,58,维吾尔族达斯坦是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为新疆维吾尔自治区。,,
national-0092,哈萨克族达斯坦,民间文学,新疆维吾尔自治区文学艺术界联合会民间文艺家协会、沙湾县、福海县,第二批,Ⅰ—72,,民间文学,78,58,哈萨克族达斯坦是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为新疆维吾尔自治区文学艺术界联合会民间文艺家协会、沙湾县、福海县。,,
national-0093,珠郎娘美,民间文学,贵州省榕江县、从江县,第二批,Ⅰ—73,,民间文学,78,58,珠郎娘美是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为贵州省榕江县、从江县。,,
national-0094,司岗里,民间文学,云南省沧源佤族自治县,第二批,Ⅰ—74,,民间文学,78,58,司岗里是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为云南省沧源佤族自治县。,,
national-0095,司岗里,民间文学,云南省西盟佤族自治县,第三批扩展项目,Ⅰ—74,,民间文学,75,58,司岗里是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为云南省西盟佤族自治县。,,
national-0096,彝族克智,民间文学,四川省美姑县,第二批,Ⅰ—75,,民间文学,78,58,彝族克智是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为四川省美姑县。,,
national-0097,苗族贾理,民间文学,贵州省黔东南苗族侗族自治州,第二批,Ⅰ—76,,民间文学,78,58,苗族贾理是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为贵州省黔东南苗族侗族自治州。,,
national-0098,藏族婚宴十八说,民间文学,青海省,第二批,Ⅰ—77,,民间文学,78,58,藏族婚宴十八说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为青海省。,,
national-0099,童谣（北京童谣、闽南童谣）,民间文学,北京市西城区，福建省厦门市,第二批,Ⅰ—78,,民间文学；北京童谣；闽南童谣,78,58,童谣（北京童谣、闽南童谣）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为北京市西城区，福建省厦门市。,,
national-0100,童谣（绍兴童谣）,民间文学,浙江省绍兴市,第四批扩展项目,Ⅰ—78,,民间文学；绍兴童谣,73,58,童谣（绍兴童谣）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省绍兴市。,,
national-0101,童谣（纳西族童谣）,民间文学,云南省丽江市古城区,第五批扩展项目,Ⅰ—78,,民间文学；纳西族童谣,72,58,童谣（纳西族童谣）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为云南省丽江市古城区。,,
national-0102,桐城歌,民间文学,安徽省桐城市,第二批,Ⅰ—79,,民间文学；故事叙事；地方记忆；声音艺术；现场聆听,78,58,桐城歌是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为安徽省桐城市。,,
national-0103,土家族梯玛歌,民间文学,湖南省龙山县,第二批,Ⅰ—80,,民间文学；故事叙事；地方记忆；声音艺术；现场聆听,78,58,土家族梯玛歌是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为湖南省龙山县。,,
national-0104,雷州歌,民间文学,广东省雷州市,第二批,Ⅰ—81,,民间文学；故事叙事；地方记忆；声音艺术；现场聆听,78,58,雷州歌是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为广东省雷州市。,,
national-0105,壮族嘹歌,民间文学,广西壮族自治区平果县,第二批,Ⅰ—82,,民间文学；故事叙事；地方记忆；声音艺术；现场聆听,78,58,壮族嘹歌是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为广西壮族自治区平果县。,,
national-0106,柯尔克孜约隆,民间文学,新疆维吾尔自治区阿克陶县、新疆师范大学,第二批,Ⅰ—83,,民间文学,78,58,柯尔克孜约隆是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为新疆维吾尔自治区阿克陶县、新疆师范大学。,,
national-0107,笑话（万荣笑话）,民间文学,山西省万荣县,第二批,Ⅰ—84,,民间文学；万荣笑话,78,58,笑话（万荣笑话）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山西省万荣县。,,
national-0108,天坛传说,民间文学,北京市东城区,第三批,I—85,,民间文学；故事叙事；地方记忆,75,58,天坛传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为北京市东城区。,,
national-0109,曹雪芹传说,民间文学,北京市海淀区,第三批,I—86,,民间文学；故事叙事；地方记忆,75,58,曹雪芹传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为北京市海淀区。,,
national-0110,契丹始祖传说,民间文学,河北省平泉县,第三批,I—87,,民间文学；故事叙事；地方记忆,75,58,契丹始祖传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为河北省平泉县。,,
national-0111,赵氏孤儿传说,民间文学,山西省盂县,第三批,I—88,,民间文学；故事叙事；地方记忆,75,58,赵氏孤儿传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山西省盂县。,,
national-0112,白马拖缰传说,民间文学,山西省晋城市城区,第三批,I—89,,民间文学；故事叙事；地方记忆,75,58,白马拖缰传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山西省晋城市城区。,,
